标签,邮件
1,开盘热销人气爆棚！现紧急加推！地铁旁88平三居，近100得房率，实验二小招生在即，抢到即赚到!到访有礼!57222674
1,绝世好消息！高新品质社区唯一性价比楼栋全新加推！68-150平零公摊全明户型，泳池会所，吉的堡幼儿园，巨额优惠81876666【莱安逸珲】
1,【万科公园大道】54-135平板式小高层，临地铁，靠商场，挨超市，赠装修，7188元起，经天性价比，全城火爆认筹中，抢购热线88603355
1,东二环性价比楼王！150-190平实景现房，新中式写意园林，5分钟即到台江万达，扩容单价9995元/平起，尚水东郡87563882【筑家】
1,江北标杆香溢紫郡80-133平，精装地铁盘刚需首选，20套特价房火爆推出，5千抵3万再享折上折，劲爆价7500元/起先到先得58600088
1,金水路上+距省政府500米+距高铁站500米+距地铁站50米=绿地新都会！一期首批5A级办公、金水路临街旺铺，即将面世！86156666
1,嫌去澳门太麻烦，免费注册就能玩，澳门官方现金网御匾会娱乐城http://ybh6789.com注册开户即送现金268元，敬请收藏并相互转告！
1,"15-35平【市中心金开利广场南区商铺】已销售80!大产权可按揭，买了就收租，一次性返租27,预购从速！询2878888/7956666"
1,嘉实基金诚邀您光临今日15:30基金经理网络见面会，嘉实海外基金经理钟山为您深入解析2012年年报内容及2013年投资策略，欢迎您参与互动探讨，请点击莅临http://t.cn/zH2yrdm建议使用wifi或3G接入参会，投资需谨慎【嘉实基金】
1,您好！中信集团在本地长期提供小额贷款，免担保，免抵押，年息15，当天办理可当天放款。联13587677836 刘经理
1,"路痴不可怕，就怕没地图，高德地图，精确定位，快速导航，秒杀一切路痴，找银行、找饭店，so easy,一键在手，走遍全球，下载地址：  http://ah-3g.cn/cp.jsp?id=6427"
1,绥化维纳斯形象代言人评选活动开始报名 凭邮件到店即获1000元感恩代金卡一张（数量有限）中直路维纳斯的尊爵皇家店热线:15046554040
1,审美庆五一、美丽又便宜、烫染6.9折、每天前6名续卡既送健康疗程四次价值680元、并尊享折上折！63333399【审美】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,六号线首站，低价大盘，首付19万，83平两居，不限购，纯板楼，70年大产权，百步即享百亿城市配套，4006562316.
1, 纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh0/nAXUA
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,“你摊上事了，你摊上好事了”天津金利园现房，速办蓝印户口保送静海一中就读，上名牌大学，名额有限，先到先得 022-68361111
1,158万起北京独栋别墅、万亩绿色原生林，远离雾霾，送超大花园300-800平米，不限购，距四环路40分钟。抢购热线4006825006
1,挑高4.8米，送装修。总价32万起，买一层送一层办公自住首选。零距离轻轨亲触，首创退台式建筑，更送超值露台15618830761独家【宝原】
1,联通5.17网购节23日结束！苹果5、三星NOTE2、千元智能机手机0元购，预存话费5折起，流量、话费赠不停。详情延边风采网、2514489
1,"公司今天带学员买入300223北京君正,明天冲高出货,请重点关注!如需操作请来电咨询:020-29182180杨成老师(容维创富)"
1,城市中心的唯一：看得见的金铺，看得见的财富回报，同瑞中心，买铺即收2年租金，投资10万，最后批次火热发售。询15008281173【同 瑞】
1,史无前例！特价房最高优惠4万！联手房展会【鑫苑名家】特推30套一口价房源，83-99平瞰景房源两千抵两万同步认筹中，详询88755555
1,华信机构下午带学员共同注入的【300223北京君正】明日午盘将做高抛出，关注勿追。合作热线:400-6289812【华信机构】
1,7.5万加币全家枫叶卡，2014子女限龄18岁，各省改法倒计时！25日周六14点凤凰大厦2栋19楼【瑞得福4008148222】【天翼时代】
1,找工作有奖拿，还能挣工分？拨打“12582”找工作登简历、回复“地区+岗位”搜索岗位，挣工分同时可抽取100元电子券，累积工分可兑话费手机！详询12582
1,意尔康“聚划算”夏凉鞋109起，5折顶现金礼；5.20送爱人，最后一天，速抢购！yearcon.tmall.com【意尔康皮鞋旗舰店】
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
1,周年店庆，感恩回馈，金士顿正品优盘，特价45元；蓝牙耳机特价49元，送货上门，电话：8922780【90购物】
1,城市中心品质生活《天山华庭》市南银川西路，稀缺半山电梯洋房，精装多层美居，即买即住。电话82927677，66856292，82927277
1,标杆讲坛：龙湖地产工程管理全程精细化及经验借鉴，6月29-30日龙湖高管武汉主讲，详情请致电：4000890699【凯德智汇】
1,795元能干嘛？点读机抢购火爆进行中：移动号码存795元得大屏智能手机（价值600元）+299元话费+好记星点读机（价值798元），数量有限，送完为止！预定电话：15955613322，13955652682，13866085000，15155657557。地址：潜山移动北街路营业厅（苏果斜对面）和舒州大道舒州路营业厅（潜水阁楼下）。活动时间：5月18日（本周六）~5月19日（本周日）。
1,晋城联通“沃”爱斗地主大赛火热进行中，点击客户端中游戏大厅-晋城联通每日大奖赛-报名，准时参加比赛赢取奖品吧！ 详询18635601326
1,探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mfy/temUU
1,万万树四期【东君府MOMA】中央别墅区独栋现 房5月盛放，380-550平赠送300-500庭院，10万抵30万限时优惠4000552261
1,佘山下欢乐谷旁，一手精装修的别墅，160平米总价240万，不限购、不限贷，没错240万佘山脚下你也可以拥有一套，吴二康13482422212
1,成功红树林2期火热排号即将启幕！现到场即可免费办理VIP卡登记，凭卡开盘即享惊喜！一期安适两居加紧强推，机会不多，详询02882002600
1,路虎、金条，都是你的!西北黄金实盘大赛开赛啦!第一名即可赢取路虎揽胜极光，另有金条等各种好礼等你拿，详情回复“8”或询18667106855
1,你想赖账是吗 已经给你几个月时间了 你不把握 你就等着法院找你吧
1,清华付赵老师对初高中学生“后付费”签约保目标辅导，保证单科提高20-80分，达到目标再收费。市重点老师一对一授课。赵老师82619215
1,点击链接即可免费下载http://estoresrvice.189store.com//share/143538
1,2013最给力的“发邮件、夺宝箱”活动开始啦！回复1-5000000之间任一数字即可参与夺宝，笔记本电脑、数码相机、话费等大奖等您挖，每月1000份奖品等您拿，发个邮件试试运气吧。回复字母JP或数字0了解奖品清单！无信息费，邮件资费按标准资费收取。
1,恒隆电器即日起五一大降价，松下空调大1.25匹1999元索尼40寸2999元TCL32寸网络1499元冰洗5折起，询6526397【恒隆】
1,今天早盘带学员以15元左右买入《300223北京君正》明天有望大涨，请关注 勿追买！金股热线：400-6289775现代投资【国富咨询】
1,"温馨提示:山东事业单位考前强化辅导,提供最佳备考方案及资料,单科提高30分，通过率高.费低、详询Q：872061795"
1,"为孩子们加油.卫生部批准中小学生专用天然脑营养素-亮智,30天增强脑力改善记忆全面提高学习成绩.详询4001119191【华山药业】"
1,邮件:行孝需及时，致最爱的母亲URL:http://y.10086.cn/i?f=30&i=b9209376361
1,湘潭往返湘乡，服务电话：58888877，55544555。营运保险，营运车辆。24小时为您服务。敬请保留，相互转告。【金宝汽车租赁】
1,炎炎夏日，玩什么最High? 《火拼斗地主》引爆新一轮斗地主狂潮！画面精美，奖励不断，带给您不一样的极致体验，快点来，进入火拼时代！下载地址：  http://ah-3g.cn/cp.jsp?id=6799
1,福田最具升值潜力一楼街铺?地铁口?仅售2.8万/平 ?70年产权不限购 面积16-200平 仅18套！张S13425105326【世华地产】
1,【佳和NISSAN 4S店】新阳光超低首付2.28万轻松开回家！逍客赠送两年保险！截止5月31日！欢迎速来订购!询2891558【信西直通】
1,"只包邮不稀罕!韩都34款品牌团4折起闪晕您的眼,更有满减享折上折,抢购吧:handuyishe.tmall.com。退订回复TD【韩都衣舍】"
1,盘点公交咸猪手三特征 网友支猛招[腾讯]-中国移动冲浪助手:http://go.10086.cn/nd/mga/hXF66
1,"贺上周五建仓600428中远航运,今天现已冲高7个点，请内部客户准备运行出仓.下午建仓专线4006477286 王老师【元通投 资】"
1,【优听西安】陕西地区优秀的本土化手机电台，可以通过网络方式播放电台节目，给你带来全新的广播品质。点击链接下载体验：http://189.io/javynn
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,雅式现场，定展有大礼。展会首日，共有31家展商预定约旦、印度塑胶展，总计参展面积369平米。定展请拨15800336839【米奥兰特】
1,(名鞋广州特卖）爱步，其乐，哥伦比亚等地区名鞋特卖，全场1折，21-22日，地址;喜尔宾酒店6楼（原全球通）13632410355
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,"滙豐：閣下已於2013-05-20 22:49經網上將HKD12,028.46轉往4201-8400-0809-XXXX。查詢22333000。"
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,尊敬的贵宾，全新护养品牌#东方季道#上市后，获得业界专家、媒体、消费者无数好评。其独创肌质寒平热之性，创新呈现肌肤调养系列。夏三月，循四季调养之序，特推出切合面部的护理臻品。28天朔望之间，缔造灵透无暇如玉美肌，期待您的莅临 ji.tmall.com【东方季道旗舰店】
1,天翼阅读送豪礼，您离大奖只差一步！满5送3，满10送5，阅点免费拿，好书轻松看。还有NOTE2等你抽http://t.cn/zT6JjuL
1,崇尚百货友谊店25-26日全场工厂价冰点让利:夏款1元起换算，运动休闲低折惠，化妆品满百减，美特斯邦威低至5折/素图低至3.8折【崇尚百货】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
